farm_id,crop_type,county,irrigation_type,cooperative_member,farm_size_acres,years_farming_experience,num_workers_employed,rainfall_mm,soil_quality_score,market_distance_km,machinery_value_kes,fertilizer_spend_kes,pesticide_spend_kes,irrigation_maintenance_cost_kes,annual_farm_income_kes
396,Maize,Nakuru,Automated,Yes,15.83,2.1,2,1021.0,76.20882797342863,15.5,226694.0,37791.0,2588.0,10252.793068479912,195052.0
397,Horticulture,Nakuru,Manual,Yes,3.59,26.5,0,1169.0,73.74792715355957,38.4,36652.0,8859.0,3509.0,2600.469334047872,490812.0
398,Horticulture,Nakuru,None,Yes,12.16,18.9,2,1093.0,45.44702805410103,10.2,123096.0,36114.0,16405.0,,236473.0
399,Coffee,Other,Automated,Yes,4.43,29.0,0,832.0,62.80328991528004,24.7,13380.0,15035.0,5761.0,6400.2446035742605,525387.0
400,Horticulture,Nakuru,Drip,No,1.23,8.2,1,1094.0,58.955935431404825,11.5,10124.0,3792.0,1043.0,5256.892222913185,299089.0
401,Maize,Meru,Drip,Yes,7.16,1.5,1,1022.0,77.05809137445465,9.8,59381.0,29381.0,8674.0,6422.22538838471,178921.0
402,Horticulture,Uasin Gishu,Manual,Yes,14.53,7.8,3,911.0,54.540979917402026,12.3,144130.0,46373.0,13821.0,1770.335247855361,334885.0
403,Horticulture,Uasin Gishu,None,No,6.09,36.3,0,855.0,63.018049560084286,9.8,28269.0,16862.0,8822.0,,506583.0
404,Dairy,Kiambu,Drip,Yes,1.23,3.6,1,724.0,80.43252823042414,9.6,0.0,3449.0,2004.0,5454.4683285691235,162604.0
405,Maize,Nakuru,None,Yes,1.98,35.8,0,1078.0,77.60825528180997,13.4,30183.0,6792.0,3032.0,,562634.0
406,Maize,Other,Drip,Yes,4.62,9.7,1,923.0,65.5069721496278,21.0,54852.0,18093.0,5288.0,6701.027886049838,285540.0
407,Maize,Uasin Gishu,Automated,Yes,3.69,13.5,0,1004.0,42.90407946997774,11.2,51077.0,12243.0,7336.0,5631.396973692875,278767.0
408,Maize,Nakuru,None,Yes,16.1,24.1,6,1225.0,49.84925139048172,48.7,117940.0,32940.0,24112.0,,192505.0
409,Maize,Nakuru,Drip,No,6.89,5.3,3,1075.0,9.98386498219412,3.6,39866.0,17464.0,8680.0,3013.6167943105715,147894.0
410,Maize,Kiambu,Manual,No,9.59,2.4,3,1142.0,67.16545557197449,4.2,87933.0,37694.0,17179.0,12017.44664777851,116626.0
411,Dairy,Other,None,Yes,8.36,3.5,3,745.0,55.932417423607916,10.9,67907.0,30664.0,19058.0,,146804.0
412,Tea,Kiambu,Drip,Yes,5.73,8.8,0,995.0,52.26531533422245,10.5,59639.0,25336.0,13392.0,34194.53754970905,234562.0
413,Horticulture,Nakuru,Drip,No,4.7,6.9,1,1137.0,73.75744033094118,8.7,34535.0,11242.0,8786.0,22430.551373516657,342083.0
414,Coffee,Nakuru,Drip,No,4.52,23.5,1,802.0,48.228602955813976,23.8,23987.0,16507.0,3789.0,4102.407112803161,205596.0
415,Dairy,Kiambu,Manual,Yes,15.71,9.1,4,1017.0,75.86659835828358,23.0,156932.0,47646.0,25406.0,6051.912933132238,177919.0
416,Dairy,Nakuru,None,Yes,19.44,12.8,6,754.0,66.06120175998873,10.0,172004.0,63252.0,15903.0,,166883.0
417,Horticulture,Kericho,None,Yes,6.47,10.9,1,987.0,52.36308809599001,5.8,39703.0,12042.0,8645.0,,494226.0
418,Maize,Meru,None,Yes,5.56,18.1,1,1042.0,46.94296401657601,27.9,71657.0,15957.0,13684.0,,154036.0
419,Coffee,Nakuru,Manual,No,1.38,45.0,0,892.0,,9.4,0.0,5782.0,1891.0,9498.498202228146,745586.0
420,Maize,Uasin Gishu,Drip,Yes,10.71,16.3,3,927.0,36.7026480659441,17.7,75420.0,36301.0,12812.0,5961.672652075832,252053.0
421,Coffee,Other,None,No,8.69,7.1,2,754.0,71.83235492791798,34.9,138968.0,30481.0,3785.0,,98710.0
422,Maize,Uasin Gishu,None,No,8.43,5.0,2,804.0,45.91640271278872,1.4,102603.0,21667.0,10865.0,,123794.0
423,Horticulture,Nakuru,Drip,Yes,13.21,10.3,4,990.0,90.5726985187898,13.3,120023.0,40051.0,11418.0,7374.826266013844,337824.0
424,Maize,Kiambu,None,No,8.06,3.6,1,1144.0,40.648453908889635,14.1,102136.0,13133.0,13815.0,,135346.0
425,Dairy,Other,Automated,Yes,5.12,17.3,1,581.0,67.10644594976269,7.6,36873.0,18527.0,3321.0,12190.777502507917,238462.0
426,Horticulture,Kericho,None,No,3.16,9.8,0,608.0,76.61590034180304,24.9,28534.0,5153.0,4046.0,,195660.0
427,Maize,Kiambu,Drip,Yes,2.96,14.1,3,988.0,61.188848310247145,16.6,23271.0,10029.0,3598.0,7432.932558907813,368472.0
428,Tea,Meru,Automated,Yes,8.11,14.6,2,1110.0,50.53564772883424,13.9,48530.0,33641.0,14104.0,15691.093314880847,278223.0
429,Coffee,Nakuru,Drip,Yes,4.67,26.8,3,969.0,62.64186831232473,22.8,28795.0,15291.0,7291.0,8846.678150165946,381766.0
430,Maize,Other,Automated,Yes,18.01,7.4,4,1158.0,39.66834340356442,15.0,192708.0,42301.0,34643.0,9505.371851797003,137227.0
431,Horticulture,Other,Drip,Yes,7.38,2.4,2,1028.0,46.503745110180525,21.0,91769.0,8034.0,7896.0,9376.842033153096,155665.0
432,Maize,Other,Automated,Yes,7.59,12.0,0,1097.0,74.43261353432689,40.0,65503.0,32163.0,2663.0,2668.7691155821367,185684.0
433,Coffee,Nakuru,Manual,Yes,3.44,37.4,0,480.0,96.90768681325173,16.5,37817.0,8506.0,4787.0,6352.656770231223,477223.0
434,Maize,Other,None,No,13.4,5.5,4,1402.0,38.608647697280546,16.3,129943.0,42007.0,12588.0,,186804.0
435,Horticulture,Kiambu,Drip,No,9.29,9.1,0,1107.0,65.52282321760542,29.9,70800.0,32385.0,4135.0,8261.377763300135,333246.0
436,Tea,Kiambu,Automated,No,0.62,6.1,0,1319.0,59.077049911580445,4.6,17448.0,2064.0,824.0,3496.777452026417,217589.0
437,Dairy,Nakuru,None,Yes,3.78,7.0,1,841.0,71.35608655689147,18.2,30108.0,15822.0,3469.0,,183568.0
438,Horticulture,Other,None,No,1.65,33.6,1,908.0,96.63894478901152,23.3,13701.0,6010.0,1817.0,,394847.0
439,Tea,Kericho,Automated,Yes,10.88,16.2,2,535.0,54.224372918473755,43.1,143790.0,44760.0,13112.0,28441.926212709335,276099.0
440,Maize,Other,Manual,Yes,4.4,6.3,0,791.0,42.555281598583626,5.3,30876.0,13230.0,5684.0,5247.197507938032,93748.0
441,Tea,Kericho,Automated,Yes,14.73,8.0,5,631.0,81.84965298789736,9.1,174935.0,53434.0,18728.0,12781.542341860748,336844.0
442,Maize,Kericho,None,Yes,0.52,2.4,0,702.0,86.53918498482103,21.0,0.0,1899.0,1042.0,,123103.0
443,Dairy,Kericho,Manual,No,2.02,16.7,0,890.0,,14.6,2846.0,8358.0,3857.0,7110.334252027421,291112.0
444,Maize,Nakuru,None,Yes,12.51,12.6,1,832.0,27.63526345583987,20.6,95194.0,46963.0,12201.0,,235238.0
445,Coffee,Kiambu,None,Yes,4.43,9.1,2,710.0,39.85612643990498,24.9,17132.0,16929.0,2895.0,,316346.0
446,Horticulture,Other,Manual,No,8.27,6.0,4,822.0,,17.5,74805.0,15056.0,14622.0,5570.081898727977,154548.0
447,Horticulture,Kiambu,None,Yes,1.72,6.6,0,1047.0,58.79990147546632,9.0,27221.0,5059.0,3106.0,,214282.0
448,Maize,Other,Automated,Yes,2.18,5.3,3,799.0,19.487776069645136,7.4,22004.0,4864.0,3005.0,12899.43477894626,190133.0
449,Maize,Kericho,Manual,Yes,7.57,8.8,1,886.0,56.98953289315473,5.0,73845.0,14383.0,6345.0,14025.538193760343,178402.0
450,Maize,Other,None,No,4.32,5.2,0,803.0,46.596944767639,13.1,40646.0,11513.0,2608.0,,56534.0
451,Dairy,Meru,Manual,No,2.65,18.7,0,684.0,58.040087024843906,15.1,30486.0,10424.0,4962.0,5565.803646241002,257057.0
452,Coffee,Uasin Gishu,None,Yes,16.63,5.4,4,594.0,33.61881610902447,10.5,160192.0,47872.0,24998.0,,196735.0
453,Maize,Kericho,None,No,6.31,14.8,1,629.0,57.849179575845724,40.1,31196.0,19114.0,16428.0,,122859.0
454,Dairy,Nakuru,Drip,Yes,6.4,31.3,3,797.0,56.60039922079678,15.2,80753.0,23476.0,5427.0,6321.647428773898,582122.0
455,Dairy,Kiambu,None,Yes,7.74,12.0,1,951.0,49.80154581433697,20.2,66099.0,29849.0,6986.0,,157739.0
456,Tea,Kericho,Drip,Yes,2.24,2.4,2,1090.0,52.85482095206552,22.5,22981.0,6207.0,1700.0,2988.594465616186,165785.0
457,Horticulture,Uasin Gishu,Automated,Yes,3.73,6.4,0,761.0,87.98865930193031,5.4,26055.0,15376.0,6889.0,3630.875883084463,446436.0
458,Dairy,Kericho,None,No,3.18,7.8,1,741.0,71.48180699975053,5.2,2735.0,6186.0,2909.0,,237158.0
459,Tea,Meru,None,Yes,6.59,10.6,0,820.0,34.90829070989578,12.3,71039.0,23131.0,11643.0,,177556.0
460,Dairy,Nakuru,Automated,Yes,4.42,4.7,0,817.0,73.83575522179136,14.7,9222.0,19509.0,7450.0,3327.6028229940307,242210.0
461,Maize,Meru,Drip,Yes,6.87,2.6,0,897.0,57.23487740528027,11.6,79656.0,21080.0,9926.0,3031.9944221809924,190795.0
462,Tea,Other,None,Yes,6.01,15.9,5,1032.0,61.641242446061256,24.7,57704.0,16406.0,11785.0,,176554.0
463,Horticulture,Nakuru,Automated,No,15.57,2.3,2,940.0,68.77227297198841,34.3,182220.0,73641.0,11535.0,2259.8373426944027,283099.0
464,Coffee,Kericho,Manual,Yes,5.06,13.5,2,739.0,71.22199223675261,19.9,3890.0,11800.0,8438.0,6766.927585059871,313003.0
465,Horticulture,Kericho,None,Yes,6.37,25.1,1,503.0,51.892725680537424,8.3,83679.0,19363.0,5566.0,,354249.0
466,Maize,Kericho,None,No,1.18,3.1,2,1271.0,84.4678966936975,17.6,23428.0,1738.0,2067.0,,409571.0
467,Maize,Nakuru,Automated,Yes,2.98,6.7,1,836.0,74.92472256681259,15.9,12872.0,10951.0,2182.0,1542.198589514362,224680.0
468,Maize,Uasin Gishu,None,Yes,5.37,11.3,1,969.0,77.75026125766352,7.2,37419.0,23801.0,3667.0,,211556.0
469,Horticulture,Meru,Manual,Yes,2.12,26.2,1,879.0,39.762046280453404,24.2,0.0,7272.0,3144.0,11934.61026220388,376588.0
470,Maize,Meru,Manual,No,4.49,4.7,0,1035.0,81.15101719501045,17.7,50271.0,17808.0,4785.0,2292.916740679046,122378.0
471,Dairy,Uasin Gishu,Manual,Yes,9.0,8.5,2,644.0,,7.9,74722.0,28667.0,19784.0,12478.410841379797,207927.0
472,Horticulture,Meru,None,Yes,3.62,27.0,3,1206.0,70.47053597998344,8.3,30978.0,8024.0,2492.0,,370638.0
473,Maize,Nakuru,Drip,Yes,1.22,3.4,0,1089.0,66.10404465121754,46.4,0.0,3332.0,2168.0,5658.56623385357,137778.0
474,Maize,Nakuru,None,No,8.69,4.8,3,681.0,38.96135886982566,25.9,74248.0,35266.0,7104.0,,88671.0
475,Tea,Kericho,Automated,Yes,2.78,5.2,1,941.0,60.886586417882086,37.3,4426.0,9780.0,1951.0,14668.507259432401,290232.0
476,Maize,Other,Manual,Yes,10.28,8.5,1,1259.0,98.64438473954084,12.8,127091.0,41570.0,15924.0,3267.7367044468137,163107.0
477,Maize,Other,Drip,Yes,4.61,5.8,3,585.0,80.14326326158378,4.2,41058.0,15612.0,3832.0,2120.5297799252203,158135.0
478,Coffee,Kiambu,Drip,Yes,5.0,14.6,1,874.0,,3.1,52658.0,13048.0,9106.0,12998.440646772478,288745.0
479,Coffee,Kericho,Manual,No,9.09,1.0,0,680.0,81.90917736906977,14.0,105094.0,26917.0,10487.0,7580.743215532883,202476.0
480,Horticulture,Kericho,Manual,Yes,6.94,3.0,1,1132.0,28.40882253784865,14.9,59900.0,18941.0,11021.0,5880.589093805296,381763.0
481,Maize,Uasin Gishu,Drip,Yes,2.68,3.7,1,1174.0,100.0,10.2,14636.0,7251.0,4550.0,4456.632876217859,344884.0
482,Horticulture,Other,Manual,Yes,5.06,20.7,1,749.0,83.65117764547989,12.9,22744.0,18880.0,10694.0,7595.859684353954,191148.0
483,Dairy,Nakuru,Automated,Yes,24.96,17.9,6,760.0,,12.5,350170.0,61344.0,45771.0,3651.862878404405,703961.0
484,Maize,Other,Manual,Yes,15.66,9.2,4,717.0,62.35183603824269,11.0,106646.0,22358.0,17481.0,3523.081883762223,122777.0
485,Tea,Other,None,Yes,3.04,3.9,2,832.0,73.29530205776638,27.0,5497.0,9988.0,2240.0,,117721.0
486,Tea,Uasin Gishu,None,Yes,3.62,8.4,3,1160.0,48.9966454375996,28.1,43704.0,12272.0,5770.0,,212243.0
487,Coffee,Other,Manual,Yes,4.14,9.3,0,1209.0,61.05093934693471,17.6,47539.0,20237.0,9739.0,5920.097754173544,307691.0
488,Dairy,Kiambu,Manual,Yes,1.86,4.7,1,1037.0,70.49253239906535,9.3,26118.0,6620.0,2147.0,3493.6489469070325,191868.0
489,Dairy,Meru,None,No,5.55,22.2,3,870.0,81.32776823037896,14.9,17071.0,15286.0,10482.0,,299921.0
490,Dairy,Uasin Gishu,None,No,16.73,11.7,2,1228.0,43.71288095458016,23.2,239555.0,51458.0,18956.0,,184285.0
491,Horticulture,Kericho,Automated,Yes,13.5,11.3,2,700.0,84.45888277478068,18.0,88118.0,38977.0,21891.0,10996.26098190714,346702.0
492,Maize,Kiambu,Automated,No,8.19,13.1,2,1044.0,25.64664849451527,20.9,111248.0,24980.0,15500.0,9718.255946931866,181499.0
493,Dairy,Nakuru,Manual,No,5.62,6.7,0,768.0,60.79376873119223,16.4,48281.0,24887.0,13472.0,9772.997792010787,124914.0
494,Tea,Nakuru,Manual,Yes,7.45,20.8,0,1017.0,52.91900646567604,27.2,92005.0,24918.0,6490.0,4164.144121585795,177009.0
495,Maize,Meru,None,No,7.31,8.1,3,858.0,54.83506657444576,28.5,29294.0,17939.0,8469.0,,124141.0
496,Horticulture,Other,Drip,Yes,8.7,11.4,1,871.0,45.38799386271812,25.5,37855.0,27594.0,14744.0,10111.579340052756,228026.0
497,Tea,Kiambu,Drip,Yes,3.57,25.2,0,1366.0,44.44972719926274,9.7,43465.0,10950.0,6078.0,6389.513541480943,222044.0
498,Maize,Uasin Gishu,None,Yes,6.99,8.9,1,1105.0,44.93980844660112,2.6,83512.0,27797.0,13972.0,,159769.0
499,Maize,Other,None,Yes,6.49,11.5,1,887.0,64.02091950921739,24.1,66441.0,21320.0,13747.0,,173226.0
500,Tea,Nakuru,None,Yes,18.48,15.4,5,986.0,71.06427245992606,9.1,187716.0,71201.0,36210.0,,268690.0
501,Maize,Kiambu,Manual,No,7.28,20.2,3,724.0,59.48920232981022,16.5,50302.0,28254.0,9504.0,8095.9866123456595,173935.0
502,Horticulture,Kiambu,None,No,12.47,9.6,2,1185.0,72.5545414349157,6.3,124720.0,50241.0,13013.0,,283988.0
503,Maize,Other,Automated,No,2.04,17.9,0,770.0,75.7616345643189,8.7,26230.0,3564.0,2753.0,5358.075108060937,285739.0
504,Coffee,Other,Drip,Yes,10.41,5.7,3,1468.0,55.558123845737754,9.4,167901.0,24959.0,9097.0,6901.910675099505,361514.0
505,Tea,Nakuru,Manual,No,3.59,25.0,0,961.0,74.38103036323609,12.1,58783.0,12836.0,4275.0,30021.98847071103,241618.0
506,Dairy,Uasin Gishu,Automated,No,4.14,21.2,1,911.0,78.5396769507109,6.1,40405.0,11137.0,7981.0,14255.881836740458,353057.0
507,Maize,Kiambu,None,Yes,2.68,14.8,1,1114.0,57.644651766066794,4.1,34146.0,6625.0,2173.0,,161231.0
508,Dairy,Meru,Automated,Yes,3.85,10.6,1,742.0,58.60319008364226,53.5,34784.0,11950.0,2315.0,2106.2003965685617,197764.0
509,Maize,Other,None,Yes,10.63,12.0,1,1232.0,33.66729114043643,11.2,127406.0,29147.0,11969.0,,131072.0
510,Maize,Uasin Gishu,Drip,Yes,5.06,2.1,0,949.0,61.01156455621885,29.5,9244.0,12492.0,9473.0,4153.433816851341,171170.0
511,Horticulture,Other,None,Yes,19.46,2.7,4,1419.0,77.58331540726107,17.7,141638.0,65989.0,50169.0,,186085.0
512,Tea,Kericho,Drip,No,1.26,13.4,0,742.0,47.78332887482609,53.4,2214.0,4126.0,1969.0,5024.628103889455,164835.0
513,Tea,Kiambu,Drip,Yes,2.87,21.1,1,850.0,30.476488186891334,36.5,5393.0,9656.0,4238.0,3838.7131851511053,350739.0
514,Dairy,Nakuru,Drip,Yes,14.13,9.5,5,447.0,,14.8,155472.0,46250.0,25001.0,3334.853148385884,266211.0
515,Dairy,Uasin Gishu,Drip,Yes,9.04,5.5,2,956.0,59.24075806468471,8.3,61884.0,37374.0,10414.0,5338.358925394989,180086.0
516,Dairy,Uasin Gishu,Automated,No,31.44,4.3,6,1331.0,80.47957420383312,9.9,233907.0,123686.0,35401.0,7855.0973173187895,230180.0
517,Horticulture,Uasin Gishu,None,Yes,7.65,11.9,2,894.0,64.31125239021567,5.6,79940.0,27525.0,13452.0,,338140.0
518,Dairy,Uasin Gishu,Manual,Yes,8.92,10.8,2,947.0,83.7848300610955,2.0,118287.0,43761.0,15445.0,3982.9071913908365,300007.0
519,Horticulture,Nakuru,None,Yes,2.36,22.3,1,929.0,64.57136740691807,13.2,15170.0,6449.0,3113.0,,323597.0
520,Dairy,Uasin Gishu,None,No,6.46,9.5,0,703.0,78.9349239302425,7.4,40174.0,14178.0,9657.0,,149368.0
521,Maize,Kericho,None,No,0.97,4.9,0,1049.0,87.44631544944902,3.8,0.0,1104.0,1034.0,,222963.0
522,Coffee,Other,None,Yes,3.99,6.1,1,817.0,61.81244795942759,6.2,55310.0,14949.0,6760.0,,174200.0
523,Tea,Kiambu,Drip,Yes,7.67,8.9,4,659.0,61.61230578461115,15.2,29727.0,29978.0,17138.0,6896.3175393621195,382004.0
524,Dairy,Meru,Drip,No,13.2,2.2,5,753.0,15.635683788575726,9.3,173777.0,54835.0,17812.0,13840.225941747927,216987.0
525,Coffee,Other,Manual,No,6.66,4.0,2,1122.0,47.85435588539379,24.3,33764.0,16451.0,3562.0,1407.627629058634,93786.0
526,Maize,Kiambu,None,No,2.55,24.1,1,875.0,67.80824512630522,17.1,31606.0,7609.0,4775.0,,603519.0
527,Tea,Meru,Manual,No,5.03,6.5,1,705.0,29.68986457040272,5.4,48928.0,15102.0,5117.0,15967.910834039258,114277.0
528,Dairy,Uasin Gishu,Manual,No,6.09,30.3,2,862.0,55.03686577583801,8.4,16707.0,18736.0,12311.0,1067.5357238079714,587864.0
529,Maize,Meru,Manual,Yes,1.78,20.1,1,771.0,27.39211174774315,4.2,32365.0,4394.0,2802.0,14887.076986892567,265987.0
530,Maize,Kericho,None,No,6.92,20.5,3,945.0,74.9941487117831,4.8,75713.0,17937.0,12345.0,,378192.0
531,Horticulture,Uasin Gishu,None,Yes,15.93,13.0,5,812.0,68.70280066811398,35.8,117006.0,77021.0,40853.0,,269793.0
532,Dairy,Nakuru,Drip,Yes,5.72,3.4,2,988.0,75.21393199185472,9.7,49052.0,16315.0,8705.0,5603.172501056504,367956.0
533,Maize,Meru,Drip,No,9.07,18.7,4,607.0,77.68380923820183,29.3,125425.0,29327.0,520.0,1869.137318412349,217133.0
534,Horticulture,Nakuru,None,No,10.48,16.7,1,800.0,38.50068962653576,22.5,89880.0,35611.0,17782.0,,219171.0
535,Coffee,Nakuru,Manual,Yes,9.48,18.9,2,1101.0,35.88284237003364,16.4,80888.0,19502.0,15208.0,19019.334197135067,190970.0
536,Coffee,Uasin Gishu,Manual,Yes,17.4,24.2,5,778.0,50.20074231008083,20.7,119790.0,43424.0,24000.0,5443.4584200721165,435414.0
537,Maize,Kiambu,Automated,Yes,9.63,9.8,2,966.0,44.663631274835026,33.8,92680.0,17917.0,8934.0,15623.659795561025,291475.0
538,Horticulture,Uasin Gishu,Manual,Yes,5.62,3.4,2,889.0,70.69527048150805,8.4,36333.0,16754.0,8612.0,6471.308431402853,231195.0
539,Horticulture,Other,Automated,No,5.19,18.6,2,679.0,65.05388361033071,10.0,19035.0,17586.0,4736.0,22332.95191183887,394138.0
540,Dairy,Kericho,Manual,Yes,10.89,7.6,2,1094.0,39.560499090408804,7.8,123794.0,40976.0,11633.0,1093.4063103617339,277136.0
541,Tea,Nakuru,None,Yes,5.03,10.7,0,959.0,92.426972764641,21.2,8328.0,18302.0,5915.0,,267087.0
542,Tea,Kericho,Automated,Yes,6.1,5.8,2,810.0,63.41734566242976,29.8,60788.0,24071.0,11702.0,2191.157546386693,342721.0
543,Maize,Other,Drip,Yes,16.66,24.0,5,889.0,40.262016804388196,35.8,190401.0,68719.0,14421.0,3747.049855816984,217792.0
544,Horticulture,Other,Automated,Yes,4.76,6.6,1,885.0,,12.4,27414.0,14226.0,8270.0,1135.1486734618013,315387.0
545,Horticulture,Uasin Gishu,None,No,4.76,4.9,3,1056.0,59.363843524415564,38.2,62360.0,15017.0,3806.0,,159532.0
546,Maize,Nakuru,Automated,Yes,4.33,4.1,4,488.0,47.03483258438033,11.4,54364.0,19448.0,4276.0,10646.687675539195,182976.0
547,Horticulture,Kiambu,Drip,Yes,4.98,7.5,3,1023.0,56.12838361747879,22.8,1734.0,10052.0,8666.0,1037.782350917001,349904.0
548,Maize,Nakuru,Automated,Yes,4.94,8.9,5,995.0,30.58405959624949,3.1,32573.0,17408.0,7230.0,12561.7710380823,285035.0
549,Dairy,Kiambu,Manual,Yes,0.99,45.0,0,700.0,48.12723500822291,15.5,1446.0,2094.0,1005.0,3061.1464294099883,531153.0
550,Tea,Other,Manual,Yes,5.97,29.4,2,933.0,87.34234933003701,39.0,69351.0,9348.0,10592.0,11064.893236591583,321003.0
551,Horticulture,Uasin Gishu,None,No,5.38,7.6,1,907.0,57.003065962755926,10.1,64968.0,22579.0,12974.0,,284947.0
552,Dairy,Kericho,None,Yes,6.39,12.1,3,1043.0,80.57894798072422,26.5,44929.0,24074.0,5693.0,,188266.0
553,Dairy,Kiambu,Drip,Yes,4.89,13.9,2,1265.0,45.659119091174816,20.9,33721.0,26173.0,6812.0,8336.87439626093,206257.0
554,Tea,Nakuru,Manual,No,3.83,22.8,1,965.0,68.58106009106932,25.8,19730.0,15886.0,4826.0,3322.501450936438,396212.0
555,Horticulture,Meru,None,Yes,9.65,15.3,3,1236.0,56.78926892076428,2.5,67301.0,39452.0,6015.0,,374428.0
556,Tea,Other,Drip,Yes,4.92,4.2,3,760.0,100.0,12.5,35304.0,12065.0,9083.0,1758.1375229704558,213521.0
557,Tea,Uasin Gishu,Automated,No,6.31,19.6,2,1193.0,78.05240740176512,21.1,66237.0,18457.0,10624.0,3856.862986288095,406518.0
558,Tea,Uasin Gishu,Manual,No,1.04,6.7,0,827.0,,4.3,6763.0,3611.0,355.0,13486.87933625293,153316.0
559,Horticulture,Meru,Manual,Yes,15.79,19.2,3,951.0,73.27726072287012,11.4,135461.0,44430.0,19493.0,10356.677329493927,326338.0
560,Maize,Meru,None,Yes,5.79,8.2,2,1059.0,42.5791637711603,2.0,42656.0,21280.0,7296.0,,199818.0
561,Tea,Nakuru,Drip,No,1.07,5.1,0,942.0,26.551925688316956,2.7,0.0,3914.0,2091.0,16257.7122979013,172166.0
562,Maize,Kiambu,None,Yes,3.12,8.4,2,986.0,65.15112834719427,7.5,21299.0,10496.0,4650.0,,216458.0
563,Dairy,Kiambu,Drip,Yes,16.7,10.8,3,939.0,65.38698362330608,3.4,185861.0,65741.0,22381.0,4291.543566572975,328062.0
564,Maize,Meru,None,Yes,8.51,15.2,2,973.0,30.259562874857224,15.0,125057.0,28709.0,12236.0,,284759.0
565,Maize,Other,Manual,Yes,4.03,0.8,1,935.0,81.94419288125086,5.9,0.0,12424.0,2607.0,8299.274741278232,149773.0
566,Coffee,Uasin Gishu,Manual,No,3.76,5.5,2,837.0,63.71057253377404,59.0,24149.0,6097.0,6350.0,11754.006189334323,161165.0
567,Maize,Kiambu,Drip,Yes,3.43,19.0,0,1086.0,65.31999984598409,10.9,40939.0,7917.0,6108.0,11299.706103298986,278432.0
568,Horticulture,Kiambu,Drip,Yes,5.49,10.4,0,987.0,78.6459928678085,3.2,53132.0,19303.0,6435.0,8134.8437615008925,213872.0
569,Maize,Nakuru,Manual,No,6.54,15.4,0,1384.0,66.94928824480466,10.4,62132.0,22819.0,7924.0,11747.555427552648,253095.0
570,Maize,Nakuru,None,Yes,4.34,12.0,0,1274.0,68.6074347423301,14.4,15564.0,6709.0,7871.0,,309702.0
571,Tea,Kericho,None,No,5.73,26.8,2,1332.0,72.06810629936591,3.9,78120.0,22092.0,7348.0,,575429.0
572,Maize,Kericho,Manual,No,4.37,12.6,1,988.0,67.52907343026345,22.3,52828.0,9287.0,10016.0,14932.780220278803,213893.0
573,Coffee,Nakuru,Manual,No,4.58,16.2,5,982.0,83.57010470150138,24.3,29574.0,9440.0,5209.0,6989.878271161409,236808.0
574,Coffee,Other,Manual,No,14.57,14.6,2,1245.0,60.93663290451326,1.0,129998.0,84119.0,21271.0,3299.8176158404863,171701.0
575,Maize,Nakuru,Drip,Yes,7.49,8.3,3,800.0,62.68724891573541,6.4,51970.0,22619.0,15115.0,3424.7604702878025,222807.0
576,Tea,Kericho,None,No,7.68,30.1,1,1009.0,65.61063590078408,29.7,0.0,6996.0,10541.0,,225204.0
577,Maize,Nakuru,Manual,Yes,2.39,19.7,0,900.0,70.36246279978917,18.7,16151.0,6546.0,5389.0,3360.82885181061,283320.0
578,Dairy,Meru,Automated,No,19.39,9.2,4,1116.0,86.26707218767984,31.7,192111.0,43903.0,17876.0,10909.225143010217,283842.0
579,Dairy,Meru,None,No,17.72,6.6,5,936.0,58.84183311426757,12.9,8006.0,62946.0,28054.0,,167789.0
580,Coffee,Other,Automated,Yes,4.98,5.7,2,973.0,47.60771718445846,6.1,64535.0,9037.0,7663.0,1730.6774380822453,219992.0
581,Maize,Meru,Manual,Yes,1.47,23.5,0,840.0,70.68746390749624,11.1,22955.0,2268.0,2254.0,6542.120321869682,395720.0
582,Coffee,Other,Manual,Yes,19.73,13.2,6,1078.0,92.70236235349492,27.4,116309.0,71989.0,22408.0,14103.874654231156,152319.0
583,Maize,Kiambu,Manual,Yes,11.54,21.5,1,1074.0,78.80378455356137,23.5,96265.0,20289.0,9181.0,6296.232865370375,213622.0
584,Coffee,Kericho,Manual,No,8.66,21.3,0,1175.0,58.87236355394322,24.2,103661.0,19424.0,13487.0,4076.7814673305847,270339.0
585,Tea,Other,None,No,15.72,12.1,4,521.0,47.42053540278422,42.7,153250.0,79024.0,23420.0,,392697.0
586,Tea,Uasin Gishu,None,Yes,7.59,45.0,3,1127.0,60.322035237021176,5.6,65883.0,19064.0,15280.0,,756651.0
587,Maize,Meru,Automated,No,9.49,14.3,2,955.0,72.35013795881986,3.7,80304.0,15398.0,18572.0,17747.75011639708,463538.0
588,Tea,Kericho,None,Yes,7.37,1.8,2,1198.0,57.36081609340579,29.3,52696.0,22253.0,11958.0,,117002.0
589,Maize,Nakuru,Manual,No,3.53,20.0,1,1127.0,46.06302767117934,10.0,25131.0,14470.0,8442.0,14302.944615816445,143150.0
590,Dairy,Kiambu,Drip,No,5.28,7.7,1,877.0,86.51857916952761,25.6,49756.0,19769.0,6585.0,4913.633487776108,198653.0
591,Maize,Other,Drip,Yes,2.93,11.7,1,833.0,62.55945090603776,20.3,49021.0,9450.0,4366.0,10563.537441702776,292058.0
